INDEX_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,geom_WKT
60140,QINGDAO GANG,CN,36.033333,120.266667,"POLYGON ((120.02008012763476 35.83304714266353,120.02008012763476 36.233619524003146,120.5132532056986 36.233619524003146,120.5132532056986 35.83304714266353,120.02008012763476 35.83304714266353))"
46280,DOUALA,CM,4.05,9.683333,"POLYGON ((9.483195310773285 3.8490245197557456,9.483195310773285 4.250975480244252,9.883471355893379 4.250975480244252,9.883471355893379 3.8490245197557456,9.483195310773285 3.8490245197557456))"
46285,KOLE OIL TERMINAL,CM,4.25,8.55,"POLYGON ((8.349812223953869 4.049026598086223,8.349812223953869 4.450973401913854,8.750187776045838 4.450973401913854,8.750187776045838 4.049026598086223,8.349812223953869 4.049026598086223))"
46305,BATA,GQ,1.866667,9.766667,"POLYGON ((9.566919967630383 1.6656825292425708,9.566919967630383 2.067650804090752,9.966413365702937 2.067650804090752,9.966413365702937 1.6656825292425708,9.566919967630383 1.6656825292425708))"
46430,LIBREVILLE,GA,0.383333,9.45,"POLYGON ((9.250355462285903 0.18234837824923905,9.250355462285903 0.5843181936100053,9.649644537630083 0.5843181936100053,9.649644537630083 0.18234837824923905,9.250355462285903 0.18234837824923905))"
46435,PORT OWENDO,GA,0.283333,9.5,"POLYGON ((9.300356800189977 0.08234890423912017,9.300356800189977 0.48431776242785246,9.699643199809483 0.48431776242785246,9.699643199809483 0.08234890423912017,9.300356800189977 0.08234890423912017))"
46440,PORT GENTIL,GA,-0.7,8.8,"POLYGON ((8.600344522672266 -0.9009864414786253,8.600344522672266 -0.4990135585212191,8.999655477327643 -0.4990135585212191,8.999655477327643 -0.9009864414786253,8.600344522672266 -0.9009864414786253))"
46445,CAP LOPEZ,GA,-0.633333,8.716667,"POLYGON ((8.517014324757278 -0.8343194102772077,8.517014324757278 -0.43234725638899557,8.916319008575728 -0.43234725638899557,8.916319008575728 -0.8343194102772077,8.517014324757278 -0.8343194102772077))"
53050,SAILOLOF,ID,-1.25,130.75,"POLYGON ((130.55031184197654 -1.4509856208211003,130.55031184197654 -1.0490143791789677,130.9496881580234 -1.0490143791789677,130.9496881580234 -1.4509856208211003,130.55031184197654 -1.4509856208211003))"
52260,BAUBAU,ID,-5.466667,122.616667,"POLYGON ((122.41612121249459 -5.667634599924688,122.41612121249459 -5.265698733409573,122.81721212083751 -5.265698733409573,122.81721212083751 -5.667634599924688,122.41612121249459 -5.667634599924688))"
52270,RAHA ROADSTEAD,ID,-4.85,122.733333,"POLYGON ((122.53297936509045 -5.050972513658543,122.53297936509045 -4.64902748634143,122.93368730157619 -4.64902748634143,122.93368730157619 -5.050972513658543,122.53297936509045 -5.050972513658543))"
52295,POMALAA,ID,-4.166667,121.6,"POLYGON ((121.39983315311372 -4.367641965318135,121.39983315311372 -3.9656913680152046,121.80016684688616 -3.9656913680152046,121.80016684688616 -4.367641965318135,121.39983315311372 -4.367641965318135))"
52320,UJUNG PANDANG,ID,-5.133333,119.4,"POLYGON ((119.19956003542593 -5.3343032518379045,119.19956003542593 -4.932363414828759,119.60043996457414 -4.932363414828759,119.60043996457414 -5.3343032518379045,119.19956003542593 -5.3343032518379045))"
52350,DONGGALA,ID,-0.65,119.733333,"POLYGON ((119.53368022580587 -0.8509859982981479,119.53368022580587 -0.4490138409367404,119.93298644216416 -0.4490138409367404,119.93298644216416 -0.8509859982981479,119.53368022580587 -0.8509859982981479))"
52440,TAHUNA,ID,3.616667,125.483333,"POLYGON ((125.28329751858654 3.4156904536940593,125.28329751858654 3.817642879638116,125.68336914808118 3.817642879638116,125.68336914808118 3.4156904536940593,125.28329751858654 3.4156904536940593))"
52510,TERNATE,ID,0.783333,127.383333,"POLYGON ((127.18367368620076 0.5823482421886008,127.18367368620076 0.984318424477973,127.58299298046606 0.984318424477973,127.58299298046606 0.5823482421886008,127.18367368620076 0.5823482421886008))"
52523,LABUHA,ID,-0.633333,127.466667,"POLYGON ((127.26701432528498 -0.8343180074159634,127.26701432528498 -0.4323486592499356,127.66631900804927 -0.4323486592499356,127.66631900804927 -0.8343180074159634,127.26701432528498 -0.8343180074159634))"
52680,BULA,ID,-3.1,130.5,"POLYGON ((130.30006789299935 -3.3009790004887947,130.30006789299935 -2.8990209995112055,130.6999321070006 -2.8990209995112055,130.6999321070006 -3.3009790004887947,130.30006789299935 -3.3009790004887947))"
52695,SALAWATI,ID,-1.35,130.983333,"POLYGON ((130.7836379278803 -1.5509861079875762,130.7836379278803 -1.1490138920126096,131.18302873878633 -1.1490138920126096,131.18302873878633 -1.5509861079875762,130.7836379278803 -1.5509861079875762))"
52720,AMBON,ID,-3.683333,128.166667,"POLYGON ((127.96661562259493 -3.884312239941304,127.96661562259493 -3.482354426725132,128.3667177107385 -3.482354426725132,128.3667177107385 -3.884312239941304,127.96661562259493 -3.884312239941304))"
52760,NAMLEA,ID,-3.283333,127.083333,"POLYGON ((126.88336651158899 -3.48431411154392,126.88336651158899 -3.0823525551227973,127.28330015507767 -3.0823525551227973,127.28330015507767 -3.48431411154392,126.88336651158899 -3.48431411154392))"
52870,SAUMLAKI,ID,-7.983333,131.3,"POLYGON ((131.0984177182483 -8.18428154346978,131.0984177182483 -7.782385123196894,131.50158228175178 -7.782385123196894,131.50158228175178 -8.18428154346978,131.0984177182483 -8.18428154346978))"
52940,SERUI,ID,-1.9,136.25,"POLYGON ((136.05024942966247 -2.100984443254559,136.05024942966247 -1.6990155567454364,136.44975057033753 -1.6990155567454364,136.44975057033753 -2.100984443254559,136.05024942966247 -2.100984443254559))"
53010,MANOKWARI ROAD,ID,-0.866667,134.083333,"POLYGON ((133.88366923661226 -1.067653305463077,133.88366923661226 -0.665680027870253,134.28299743005442 -0.665680027870253,134.28299743005442 -1.067653305463077,133.88366923661226 -1.067653305463077))"
52235,MANGKASA OIL TERMINAL,ID,-2.733333,121.066667,"POLYGON ((120.86679993218645 -2.934316099982476,120.86679993218645 -2.5323505666841117,121.2665334011469 -2.5323505666841117,121.2665334011469 -2.934316099982476,120.86679993218645 -2.934316099982476))"
52240,KENDARI,ID,-3.966667,122.583333,"POLYGON ((122.38321555421562 -4.167642798487209,122.38321555421562 -3.765690534846124,122.78345111245103 -3.765690534846124,122.78345111245103 -4.167642798487209,122.38321555421562 -4.167642798487209))"
53045,KASIM TERMINAL,ID,-1.3,131.016667,"POLYGON ((130.81697493553636 -1.5009861832443405,130.81697493553636 -1.0990138167557448,131.216358397797 -1.0990138167557448,131.216358397797 -1.5009861832443405,130.81697493553636 -1.5009861832443405))"
51585,BINTULU PORT,MY,3.266667,113.066667,"POLYGON ((112.86670305778034 3.06568660360281,112.86670305778034 3.4676467297305598,113.26663027555301 3.4676467297305598,113.26663027555301 3.06568660360281,112.86670305778034 3.06568660360281))"
51590,MIRI,MY,4.383333,113.966667,"POLYGON ((113.76644482886321 4.182358608804722,113.76644482886321 4.584308057862157,114.1668885044701 4.584308057862157,114.1668885044701 4.182358608804722,113.76644482886321 4.182358608804722))"
51600,LUTONG,MY,4.466667,114,"POLYGON ((113.79975649691058 4.265692392635474,113.79975649691058 4.667640940698474,114.20024350308945 4.667640940698474,114.20024350308945 4.265692392635474,113.79975649691058 4.265692392635474))"
51620,MUARA HARBOR,BN,5.033333,115.066667,"POLYGON ((114.86625742671112 4.832362467670034,114.86625742671112 5.234304198996632,115.26707590662221 5.234304198996632,115.26707590662221 4.832362467670034,114.86625742671112 4.832362467670034))"
51630,BANDAR SERI BEGAWAN,BN,4.883333,114.883333,"POLYGON ((114.68296942277482 4.682361632361337,114.68296942277482 5.0843050343053235,115.08369724389189 5.0843050343053235,115.08369724389189 4.682361632361337,114.68296942277482 4.682361632361337))"
51645,SERIA OIL LOADING TERMINAL,BN,4.616667,114.316667,"POLYGON ((114.116381086905 4.415694261946824,114.116381086905 4.8176390713857185,114.51695224642879 4.8176390713857185,114.51695224642879 4.415694261946824,114.116381086905 4.415694261946824))"
39740,PORTOVECCHIO DI PIOMBINO,IT,42.933333,10.55,"POLYGON ((10.277743686907435 42.733283408449246,10.277743686907435 43.133383258217584,10.822256313092645 43.133383258217584,10.822256313092645 42.733283408449246,10.277743686907435 42.733283408449246))"
39790,PORTO SANTO STEFANO,IT,42.433333,11.116667,"POLYGON ((10.846589726465051 42.2332674155832,10.846589726465051 42.633399251083304,11.386743606868322 42.633399251083304,11.386743606868322 42.2332674155832,10.846589726465051 42.2332674155832))"
39810,CIVITAVECCHIA,IT,42.1,11.783333,"POLYGON ((11.514670642187776 41.89992258058505,11.514670642187776 42.300077419414954,12.051996024478894 42.300077419414954,12.051996024478894 41.89992258058505,11.514670642187776 41.89992258058505))"
39820,FIUMICINO,IT,41.766667,12.233333,"POLYGON ((11.966070230190166 41.566576803481745,11.966070230190166 41.96675652985157,12.5005964364765 41.96675652985157,12.5005964364765 41.566576803481745,11.966070230190166 41.566576803481745))"
39830,ANZIO,IT,41.45,12.633333,"POLYGON ((12.367372089652442 41.24989922519648,12.367372089652442 41.650100774803384,12.899294577014114 41.650100774803384,12.899294577014114 41.24989922519648,12.367372089652442 41.24989922519648))"
39860,GAETA,IT,41.2,13.583333,"POLYGON ((13.318384579227178 40.99989022762874,13.318384579227178 41.40010977237135,13.848282087439543 41.40010977237135,13.848282087439543 40.99989022762874,13.318384579227178 40.99989022762874))"
39940,POZZUOLI,IT,40.816667,14.116667,"POLYGON ((13.853251067281633 40.6165443459133,13.853251067281633 41.01678898742004,14.380082266051701 41.01678898742004,14.380082266051701 40.6165443459133,13.853251067281633 40.6165443459133))"
39950,BAGNOLI,IT,40.816667,14.166667,"POLYGON ((13.903251607332159 40.61654413983381,13.903251607332159 41.01678919349951,14.430081726001177 41.01678919349951,14.430081726001177 40.61654413983381,13.903251607332159 40.61654413983381))"
39960,NAPOLI,IT,40.85,14.266667,"POLYGON ((14.00312075707235 40.64987807606318,14.00312075707235 41.05012192393682,14.530212576260977 41.05012192393682,14.530212576260977 40.64987807606318,14.00312075707235 40.64987807606318))"
39250,CARLOFORTE,IT,39.15,8.316667,"POLYGON ((8.059576936775558 38.94981918595378,8.059576936775558 39.35018081404625,8.573756396557764 39.35018081404625,8.573756396557764 38.94981918595378,8.059576936775558 38.94981918595378))"
39260,PORTO VESME,IT,39.2,8.4,"POLYGON ((8.142729502593191 38.999820399503605,8.142729502593191 39.400179600496486,8.65727049740677 39.400179600496486,8.65727049740677 38.999820399503605,8.142729502593191 38.999820399503605))"
11946,PUERTO BOLIVAR,CO,12.25,-71.966667,"POLYGON ((-72.17092831360956 12.049105264355003,-72.17092831360956 12.450894735644976,-71.76240501972377 12.450894735644976,-71.76240501972377 12.049105264355003,-72.17092831360956 12.049105264355003))"
32590,SCALLOWAY,GB,60.133333,-1.283333,"POLYGON ((-1.6832245740505674 59.93385956649766,-1.6832245740505674 60.332807100169035,-0.883442092616092 60.332807100169035,-0.883442092616092 59.93385956649766,-1.6832245740505674 59.93385956649766))"
32600,LERWICK,GB,60.15,-1.15,"POLYGON ((-1.550091241054751 59.95053071023049,-1.550091241054751 60.34946928976951,-0.7499087589452477 60.34946928976951,-0.7499087589452477 59.95053071023049,-1.550091241054751 59.95053071023049))"
32630,SULLOM VOE,GB,60.466667,-1.3,"POLYGON ((-1.703980185333453 60.26720204943715,-1.703980185333453 60.66613128389651,-0.8960198146663063 60.66613128389651,-0.8960198146663063 60.26720204943715,-1.703980185333453 60.26720204943715))"
32680,TVOROYRI,FO,61.55,-6.8,"POLYGON ((-7.217964644545082 61.35056782272717,-7.217964644545082 61.74943217727369,-6.382035355455053 61.74943217727369,-6.382035355455053 61.35056782272717,-7.217964644545082 61.35056782272717))"
32690,TORSHAVN,FO,62,-6.75,"POLYGON ((-7.1741170006395985 61.80057807586056,-7.1741170006395985 62.19942192413944,-6.325882999360403 62.19942192413944,-6.325882999360403 61.80057807586056,-7.1741170006395985 61.80057807586056))"
32700,KONGSHAVN,FO,62.116667,-6.733333,"POLYGON ((-7.159077707431113 61.917247031038535,-7.159077707431113 62.31608630229483,-6.307588959235559 62.31608630229483,-6.307588959235559 61.917247031038535,-7.159077707431113 61.917247031038535))"
32720,VESTMANNA,FO,62.15,-7.166667,"POLYGON ((-7.59289920542553 61.95058915593215,-7.59289920542553 62.34941084406783,-6.7404341279078 62.34941084406783,-6.7404341279078 61.95058915593215,-7.59289920542553 61.95058915593215))"
32730,SORVAGUR,FO,62.083333,-7.25,"POLYGON ((-7.675299783056574 61.88391769609125,-7.675299783056574 62.282748970575405,-6.824700216943424 62.282748970575405,-6.824700216943424 61.88391769609125,-7.675299783056574 61.88391769609125))"
32740,FUGLAFJORDUR,FO,62.25,-6.8,"POLYGON ((-7.227626707095429 62.05058785093873,-7.227626707095429 62.44941214906128,-6.372373292904586 62.44941214906128,-6.372373292904586 62.05058785093873,-7.227626707095429 62.05058785093873))"
32750,KLAKSVIK,FO,62.233333,-6.583333,"POLYGON ((-7.010708625830173 62.03390522015998,-7.010708625830173 62.43276144650676,-6.155958040836559 62.43276144650676,-6.155958040836559 62.03390522015998,-7.010708625830173 62.03390522015998))"
32780,SCRABSTER HARBOR,GB,58.616667,-3.55,"POLYGON ((-3.9323995009902157 58.417133497748175,-3.9323995009902157 58.8161998355859,-3.1676004990100486 58.8161998355859,-3.1676004990100486 58.417133497748175,-3.9323995009902157 58.417133497748175))"
32820,ULLAPOOL,GB,57.9,-5.15,"POLYGON ((-5.524787026977309 57.700461432263204,-5.524787026977309 58.09953856773679,-4.7752129730226915 58.09953856773679,-4.7752129730226915 57.700461432263204,-5.524787026977309 57.700461432263204))"
32830,AULTBEA,GB,57.833333,-5.583333,"POLYGON ((-5.95740539084319 57.63377902175487,-5.95740539084319 58.032887644911945,-5.20926127582352 58.032887644911945,-5.20926127582352 57.63377902175487,-5.95740539084319 57.63377902175487))"
32850,GAIRLOCH,GB,57.716667,-5.683333,"POLYGON ((-6.056206032138253 57.517114346737095,-6.056206032138253 57.916218986596455,-5.310460634528465 57.916218986596455,-5.310460634528465 57.517114346737095,-6.056206032138253 57.517114346737095))"
32890,PLOCKTON,GB,57.333333,-5.65,"POLYGON ((-6.018979200108518 57.133767569595214,-6.018979200108518 57.532899097071585,-5.281020799891579 57.532899097071585,-5.281020799891579 57.133767569595214,-6.018979200108518 57.133767569595214))"
32900,KYLE OF LOCHALSH,GB,57.283333,-5.716667,"POLYGON ((-6.085149476683199 57.083769118744684,-6.085149476683199 57.48289754792208,-5.348183856650172 57.48289754792208,-5.348183856650172 57.083769118744684,-6.085149476683199 57.083769118744684))"
32910,KYLEAKIN,GB,57.266667,-5.733333,"POLYGON ((-6.10165068629156 57.06710261465317,-6.10165068629156 57.466230718680244,-5.365015980375134 57.466230718680244,-5.365015980375134 57.06710261465317,-6.10165068629156 57.06710261465317))"
32920,BROADFORD BAY,GB,57.25,-5.883333,"POLYGON ((-6.251490861015693 57.05043996837511,-6.251490861015693 57.449560031624934,-5.515175805650976 57.449560031624934,-5.515175805650976 57.05043996837511,-6.251490861015693 57.05043996837511))"
32930,PORTREE HARBOR,GB,57.416667,-6.2,"POLYGON ((-6.569834130487564 57.21711197696485,-6.569834130487564 57.61622135636866,-5.830165869512365 57.61622135636866,-5.830165869512365 57.21711197696485,-6.569834130487564 57.21711197696485))"
12035,PUERTO MIRANDA,VE,10.766667,-71.566667,"POLYGON ((-71.76986127437794 10.565753164831955,-71.76986127437794 10.96758016850111,-71.36347205895518 10.96758016850111,-71.36347205895518 10.565753164831955,-71.76986127437794 10.565753164831955))"
12025,LA SALINA,VE,10.366667,-71.466667,"POLYGON ((-71.66959790423027 10.165748345347465,-71.66959790423027 10.56758498798593,-71.26373542910389 10.56758498798593,-71.26373542910389 10.165748345347465,-71.66959790423027 10.165748345347465))"
61650,HIROSHIMA,JP,34.35,132.466667,"POLYGON ((132.22511758160678 34.14965793204032,132.22511758160678 34.550342067959555,132.70821575172667 34.550342067959555,132.70821575172667 34.14965793204032,132.22511758160678 34.14965793204032))"
12820,PORTOCEL,BR,-19.85,-40.05,"POLYGON ((-40.262170413164924 -20.050756646574364,-40.262170413164924 -19.649243353425632,-39.83782958683507 -19.649243353425632,-39.83782958683507 -20.050756646574364,-40.262170413164924 -20.050756646574364))"
12857,SANTA CLARA,BR,-20.883333,-51.366667,"POLYGON ((-51.580254316577616 -21.08406525874464,-51.580254316577616 -20.682601407922025,-51.15307901675572 -20.682601407922025,-51.15307901675572 -21.08406525874464,-51.580254316577616 -21.08406525874464))"
12037,EL TABIAZO,VE,10.766667,-71.533333,"POLYGON ((-71.73652793205581 10.5657534584825,-71.73652793205581 10.967579874850536,-71.33013873461063 10.967579874850536,-71.33013873461063 10.5657534584825,-71.73652793205581 10.5657534584825))"
12117,VENTERMINALS,VE,10.483333,-68.033333,"POLYGON ((-68.23633901661955 10.282414356305654,-68.23633901661955 10.684252310361316,-67.8303276500472 10.684252310361316,-67.8303276500472 10.282414356305654,-68.23633901661955 10.282414356305654))"
13115,JOSE IGNACIO,UY,-34.95,-54.7,"POLYGON ((-54.943298555569676 -35.15032880393159,-54.943298555569676 -34.74967119606843,-54.456701444430344 -34.74967119606843,-54.456701444430344 -35.15032880393159,-54.943298555569676 -35.15032880393159))"
10025,COCKBURN HARBOR,TC,21.5,-71.533333,"POLYGON ((-71.74780527871694 21.299287993646384,-71.74780527871694 21.7007120063501,-71.31886138794833 21.7007120063501,-71.31886138794833 21.299287993646384,-71.74780527871694 21.299287993646384))"
